X Position,Angle (deg),Height (mm)
36.963,-7.533387,30.271905
37.21,-7.526135,30.242763
37.455,-7.533387,30.271905
37.697,-7.533387,30.271905
37.945,-7.526135,30.242763
38.184,-7.526135,30.242763
38.411,-7.533387,30.271905
38.633,-7.526135,30.242763
38.883,-7.526135,30.242763
39.126,-7.526135,30.242763
39.373,-7.526135,30.242763
39.619,-7.518883,30.213622
39.86,-7.518883,30.213622
40.108,-7.518883,30.213622
40.341,-7.511631,30.184481
40.56,-7.518883,30.213622
40.799,-7.518883,30.213622
41.043,-7.518883,30.213622
41.293,-7.518883,30.213622
41.538,-7.518883,30.213622
41.773,-7.518883,30.213622
42.026,-7.511631,30.184481
42.265,-7.511631,30.184481
42.484,-7.511631,30.184481
42.715,-7.518883,30.213622
42.961,-7.526135,30.242763
43.21,-7.526135,30.242763
43.45,-7.518883,30.213622
43.692,-7.518883,30.213622
43.942,-7.518883,30.213622
44.184,-7.526135,30.242763
44.416,-7.518883,30.213622
44.633,-7.518883,30.213622
44.88,-7.511631,30.184481
45.127,-7.511631,30.184481
45.369,-7.511631,30.184481
45.613,-7.518883,30.213622
45.855,-7.511631,30.184481
46.099,-7.511631,30.184481
46.336,-7.518883,30.213622
46.556,-7.511631,30.184481
46.793,-7.511631,30.184481
47.039,-7.518883,30.213622
47.286,-7.511631,30.184481
47.531,-7.511631,30.184481
47.765,-7.518883,30.213622
48.016,-7.511631,30.184481
48.254,-7.518883,30.213622
48.476,-7.518883,30.213622
48.706,-7.518883,30.213622
48.952,-7.511631,30.184481
49.199,-7.518883,30.213622
49.442,-7.526135,30.242763
49.683,-7.518883,30.213622
49.933,-7.518883,30.213622
50.173,-7.511631,30.184481
50.398,-7.511631,30.184481
50.618,-7.511631,30.184481
50.868,-7.518883,30.213622
51.116,-7.518883,30.213622
51.361,-7.518883,30.213622
51.605,-7.511631,30.184481
51.846,-7.518883,30.213622
52.089,-7.518883,30.213622
52.322,-7.511631,30.184481
52.543,-7.518883,30.213622
52.787,-7.504378,30.15534
53.031,-7.511631,30.184481
53.28,-7.511631,30.184481
53.525,-7.511631,30.184481
53.76,-7.518883,30.213622
54.01,-7.511631,30.184481
54.244,-7.511631,30.184481
54.464,-7.518883,30.213622
54.699,-7.511631,30.184481
54.947,-7.511631,30.184481
55.195,-7.518883,30.213622
55.438,-7.518883,30.213622
55.68,-7.518883,30.213622
55.929,-7.511631,30.184481
56.166,-7.518883,30.213622
56.393,-7.511631,30.184481
56.615,-7.518883,30.213622
56.866,-7.511631,30.184481
57.114,-7.526135,30.242763
57.357,-7.533387,30.271905
57.6,-7.540639,30.301046
57.841,-7.547891,30.330187
58.087,-7.555143,30.359328
58.323,-7.576899,30.446752
58.542,-7.576899,30.446752
58.786,-7.605907,30.563317
59.031,-7.613159,30.592458
59.276,-7.620411,30.621599
59.52,-7.634915,30.679882
59.756,-7.649419,30.738164
60.009,-7.671175,30.825588
60.249,-7.692931,30.913012
60.472,-7.700183,30.942153
60.702,-7.721939,31.029577
60.951,-7.750947,31.146141
61.196,-7.765451,31.204424
61.436,-7.794459,31.320989
61.677,-7.816215,31.408413
61.927,-7.845223,31.524977
62.169,-7.866979,31.612401
62.404,-7.888735,31.699825
62.623,-7.903239,31.758107
62.87,-7.932247,31.874672
63.113,-7.946751,31.932955
63.354,-7.961255,31.991237
63.599,-7.990263,32.107802
63.841,-8.004767,32.166084
64.087,-8.019271,32.224367
64.327,-8.048279,32.340932
64.546,-8.055531,32.370073
64.791,-8.062783,32.399214
65.031,-8.084539,32.486638
65.275,-8.091791,32.515779
65.52,-8.106295,32.574062
65.755,-8.120799,32.632344
66.008,-8.135303,32.690626
66.248,-8.128051,32.661485
66.479,-8.135303,32.690626
66.707,-8.157059,32.77805
66.949,-8.157059,32.77805
67.193,-8.164311,32.807191
67.433,-8.178815,32.865474
67.675,-8.178815,32.865474
67.925,-8.178815,32.865474
68.167,-8.178815,32.865474
68.401,-8.186067,32.894615
68.624,-8.178815,32.865474
68.871,-8.193319,32.923756
69.114,-8.193319,32.923756
69.354,-8.193319,32.923756
69.598,-8.186067,32.894615
69.84,-8.186067,32.894615
70.083,-8.178815,32.865474
70.318,-8.178815,32.865474
70.541,-8.178815,32.865474
70.783,-8.171563,32.836333
71.027,-8.164311,32.807191
71.271,-8.157059,32.77805
71.514,-8.157059,32.77805
71.75,-8.149807,32.748909
72,-8.135303,32.690626
72.239,-8.135303,32.690626
72.467,-8.113547,32.603203
72.696,-8.113547,32.603203
72.942,-8.099043,32.54492
73.186,-8.077287,32.457497
73.426,-8.070035,32.428355
73.667,-8.062783,32.399214
73.916,-8.048279,32.340932
74.156,-8.026523,32.253508
74.388,-8.019271,32.224367
74.61,-7.997515,32.136943
74.859,-7.975759,32.049519
75.102,-7.954003,31.962096
75.343,-7.939499,31.903813
75.587,-7.924995,31.845531
75.826,-7.903239,31.758107
76.072,-7.881483,31.670684
76.307,-7.852475,31.554119
76.529,-7.830719,31.466695
76.773,-7.808963,31.379271
77.018,-7.787207,31.291848
77.261,-7.758199,31.175283
77.505,-7.729191,31.058718
77.741,-7.700183,30.942153
77.992,-7.671175,30.825588
78.23,-7.656671,30.767306
78.458,-7.613159,30.592458
78.689,-7.576899,30.446752
78.937,-7.540639,30.301046
79.181,-7.511631,30.184481
79.421,-7.482622,30.067916
79.661,-7.446362,29.92221
79.911,-7.40285,29.747363
80.153,-7.352086,29.543374
80.39,-7.323078,29.426809
80.613,-7.279566,29.251962
80.86,-7.236054,29.077114
81.101,-7.18529,28.873126
81.342,-7.14903,28.72742
81.585,-7.098266,28.523431
81.827,-7.062006,28.377725
82.073,-7.011242,28.173736
82.312,-6.96773,27.998889
82.535,-6.924218,27.824042
82.778,-6.89521,27.707477
83.019,-6.851698,27.532629
83.261,-6.286041,25.259614
83.505,-6.278789,25.230473
83.739,-6.293293,25.288755
83.99,-6.286041,25.259614
84.231,-9.165089,36.828681
84.461,-9.223105,37.06181
84.691,-9.215853,37.032669
84.936,-9.223105,37.06181
85.177,-9.223105,37.06181
85.417,-9.215853,37.032669
85.658,-9.223105,37.06181
85.907,-9.215853,37.032669
86.149,-9.223105,37.06181
86.383,-9.215853,37.032669
86.606,-9.223105,37.06181
86.854,-9.223105,37.06181
87.096,-9.223105,37.06181
87.335,-9.223105,37.06181
87.578,-9.215853,37.032669
87.821,-9.223105,37.06181
88.067,-9.215853,37.032669
88.305,-9.223105,37.06181
88.53,-9.223105,37.06181
88.772,-9.223105,37.06181
89.012,-9.215853,37.032669
88.208,-7.910034,37.364085
87.971,-7.903814,37.334706
87.733,-7.903814,37.334706
87.494,-7.910034,37.364085
87.25,-7.903814,37.334706
87.017,-7.903814,37.334706
86.774,-7.910034,37.364085
86.526,-7.903814,37.334706
86.29,-7.910034,37.364085
86.053,-7.910034,37.364085
85.814,-7.903814,37.334706
85.577,-7.910034,37.364085
85.334,-7.916254,37.393463
85.097,-7.910034,37.364085
84.858,-7.910034,37.364085
84.613,-7.903814,37.334706
84.371,-7.903814,37.334706
84.134,-5.453308,25.759419
83.896,-5.459528,25.788798
83.659,-5.465748,25.818177
83.418,-5.459528,25.788798
83.176,-5.465748,25.818177
82.941,-5.957093,28.13911
82.697,-5.99441,28.315383
82.453,-6.037947,28.521035
82.214,-6.062825,28.638551
81.978,-6.112582,28.873582
81.74,-6.149899,29.049856
81.5,-6.187216,29.226129
81.257,-6.224534,29.402402
81.022,-6.261851,29.578676
80.779,-6.292949,29.72557
80.534,-6.336486,29.931223
80.297,-6.373803,30.107496
80.06,-6.41112,30.283769
79.821,-6.435999,30.401285
79.582,-6.467096,30.54818
79.341,-6.510633,30.753832
79.103,-6.529292,30.841969
78.865,-6.56039,30.988863
78.62,-6.603927,31.194515
78.379,-6.622585,31.282652
78.141,-6.647464,31.400168
77.903,-6.672342,31.517683
77.665,-6.70344,31.664578
77.423,-6.728318,31.782093
77.182,-6.753196,31.899609
76.948,-6.771855,31.987746
76.705,-6.796733,32.105261
76.46,-6.809172,32.164019
76.222,-6.83405,32.281535
75.985,-6.84649,32.340293
75.746,-6.871368,32.457808
75.507,-6.890026,32.545945
75.262,-6.908685,32.634082
75.029,-6.927344,32.722218
74.788,-6.933563,32.751597
74.539,-6.952222,32.839734
74.302,-6.964661,32.898492
74.063,-6.98332,32.986628
73.826,-6.989539,33.016007
73.586,-7.001978,33.074765
73.344,-7.014418,33.133523
73.108,-7.026857,33.192281
72.87,-7.039296,33.251038
72.623,-7.045515,33.280417
72.384,-7.051735,33.309796
72.148,-7.064174,33.368554
71.908,-7.070394,33.397933
71.669,-7.076613,33.427312
71.427,-7.082833,33.456691
71.188,-7.089052,33.48607
70.954,-7.095272,33.515449
70.712,-7.107711,33.574206
70.467,-7.101491,33.544827
70.231,-7.107711,33.574206
69.992,-7.113931,33.603585
69.752,-7.107711,33.574206
69.511,-7.113931,33.603585
69.268,-7.113931,33.603585
69.034,-7.107711,33.574206
68.791,-7.113931,33.603585
68.546,-7.107711,33.574206
68.306,-7.113931,33.603585
68.069,-7.107711,33.574206
67.829,-7.107711,33.574206
67.591,-7.107711,33.574206
67.351,-7.101491,33.544827
67.114,-7.095272,33.515449
66.874,-7.089052,33.48607
66.628,-7.082833,33.456691
66.386,-7.082833,33.456691
66.149,-7.070394,33.397933
65.91,-7.057954,33.339175
65.672,-7.057954,33.339175
65.432,-7.045515,33.280417
65.191,-7.033076,33.22166
64.954,-7.026857,33.192281
64.711,-7.014418,33.133523
64.467,-6.995759,33.045386
64.23,-6.989539,33.016007
63.992,-6.970881,32.927871
63.752,-6.952222,32.839734
63.512,-6.952222,32.839734
63.269,-6.927344,32.722218
63.036,-6.908685,32.634082
62.795,-6.896246,32.575324
62.552,-6.877587,32.487187
62.313,-6.858929,32.39905
62.076,-6.84027,32.310914
61.835,-6.821611,32.222777
61.597,-6.802953,32.13464
61.355,-6.778074,32.017125
61.117,-6.765635,31.958367
60.882,-6.740757,31.840851
60.639,-6.715879,31.723336
60.398,-6.69722,31.635199
60.159,-6.691001,31.60582
59.92,-6.672342,31.517683
59.68,-6.653683,31.429547
59.44,-6.647464,31.400168
59.199,-6.622585,31.282652
58.968,-6.610146,31.223894
58.725,-6.603927,31.194515
58.482,-6.591488,31.135758
58.243,-6.572829,31.047621
58.006,-6.566609,31.018242
57.764,-6.56039,30.988863
57.524,-6.547951,30.930105
57.282,-6.541731,30.900726
57.051,-6.535512,30.871348
56.815,-6.529292,30.841969
56.573,-6.529292,30.841969
56.327,-6.529292,30.841969
56.089,-6.523072,30.81259
55.848,-6.529292,30.841969
55.609,-6.523072,30.81259
55.368,-6.523072,30.81259
55.132,-6.523072,30.81259
54.896,-6.529292,30.841969
54.66,-6.523072,30.81259
54.414,-6.523072,30.81259
54.173,-6.516853,30.783211
53.933,-6.523072,30.81259
53.692,-6.516853,30.783211
53.451,-6.523072,30.81259
53.209,-6.516853,30.783211
52.979,-6.523072,30.81259
52.74,-6.523072,30.81259
52.496,-6.523072,30.81259
52.251,-6.523072,30.81259
52.011,-6.516853,30.783211
51.771,-6.523072,30.81259
51.53,-6.523072,30.81259
51.289,-6.523072,30.81259
51.057,-6.529292,30.841969
50.822,-6.529292,30.841969
50.581,-6.529292,30.841969
50.332,-6.529292,30.841969
50.092,-6.523072,30.81259
49.851,-6.529292,30.841969
49.612,-6.529292,30.841969
49.369,-6.529292,30.841969
49.134,-6.523072,30.81259
48.903,-6.529292,30.841969
48.662,-6.523072,30.81259
48.416,-6.529292,30.841969
48.174,-6.529292,30.841969
47.934,-6.529292,30.841969
47.694,-6.529292,30.841969
47.454,-6.529292,30.841969
47.212,-6.535512,30.871348
46.98,-6.529292,30.841969
46.741,-6.523072,30.81259
46.495,-6.523072,30.81259
46.256,-6.529292,30.841969
46.016,-6.529292,30.841969
45.775,-6.516853,30.783211
45.536,-6.529292,30.841969
45.294,-6.529292,30.841969
45.062,-6.516853,30.783211
44.824,-6.523072,30.81259
44.583,-6.529292,30.841969
44.341,-6.523072,30.81259
44.101,-6.523072,30.81259
43.859,-6.523072,30.81259
43.62,-6.523072,30.81259
43.379,-6.529292,30.841969
43.142,-6.535512,30.871348
42.911,-6.535512,30.871348
42.669,-6.529292,30.841969
42.423,-6.535512,30.871348
42.183,-6.523072,30.81259
41.942,-6.535512,30.871348
41.703,-6.535512,30.871348
41.461,-6.529292,30.841969
41.221,-6.535512,30.871348
40.991,-6.529292,30.841969
40.754,-6.529292,30.841969
40.506,-6.523072,30.81259
40.265,-6.523072,30.81259
40.024,-6.529292,30.841969
39.782,-6.529292,30.841969
39.542,-6.529292,30.841969
39.299,-6.535512,30.871348
39.071,-6.541731,30.900726
38.834,-6.541731,30.900726
38.593,-6.541731,30.900726
38.346,-6.535512,30.871348
38.106,-6.541731,30.900726
37.864,-6.541731,30.900726
37.625,-6.541731,30.900726
37.384,-6.547951,30.930105
37.149,-6.547951,30.930105
36.919,-6.55417,30.959484
36.68,-6.55417,30.959484
36.43,-6.56039,30.988863
36.189,-6.572829,31.047621
35.948,-6.579048,31.077
35.707,-6.579048,31.077
35.465,-6.597707,31.165137
35.226,-6.603927,31.194515
34.996,-6.616366,31.253273
34.758,-6.628805,31.312031
34.512,-6.641244,31.370789
34.27,-6.659903,31.458926
34.029,-6.672342,31.517683
33.788,-6.69722,31.635199
33.547,-6.722098,31.752715
33.303,-6.734537,31.811472
33.074,-6.753196,31.899609
32.84,-6.771855,31.987746
32.596,-6.790513,32.075882
32.349,-6.821611,32.222777
32.109,-6.83405,32.281535
31.868,-6.858929,32.39905
31.628,-6.871368,32.457808
31.388,-6.890026,32.545945
31.152,-6.902466,32.604703
30.917,-6.927344,32.722218
30.676,-6.946002,32.810355
30.433,-6.958442,32.869113
30.192,-6.970881,32.927871
29.95,-6.9771,32.957249
29.711,-6.995759,33.045386
29.471,-7.008198,33.104144
29.232,-7.020637,33.162902
29.005,-7.033076,33.22166
28.767,-7.039296,33.251038
28.518,-7.051735,33.309796
28.276,-7.057954,33.339175
28.036,-7.070394,33.397933
27.795,-7.076613,33.427312
27.554,-7.089052,33.48607
27.313,-7.095272,33.515449
27.085,-7.095272,33.515449
26.851,-7.101491,33.544827
26.608,-7.107711,33.574206
26.358,-7.107711,33.574206
26.117,-7.113931,33.603585
25.874,-7.113931,33.603585
25.634,-7.12637,33.662343
25.394,-7.12637,33.662343
25.16,-7.12015,33.632964
24.929,-7.12637,33.662343
24.692,-7.12637,33.662343
24.437,-7.113931,33.603585
24.197,-7.12015,33.632964
23.955,-7.12015,33.632964
23.716,-7.12015,33.632964
23.475,-7.113931,33.603585
23.237,-7.107711,33.574206
23.01,-7.107711,33.574206
22.77,-7.101491,33.544827
22.52,-7.095272,33.515449
22.277,-7.082833,33.456691
22.035,-7.076613,33.427312
21.793,-7.076613,33.427312
21.554,-7.064174,33.368554
21.312,-7.051735,33.309796
21.085,-7.051735,33.309796
20.85,-7.033076,33.22166
20.606,-7.026857,33.192281
20.359,-7.008198,33.104144
20.118,-7.008198,33.104144
19.875,-6.98332,32.986628
19.637,-6.970881,32.927871
19.395,-6.964661,32.898492
19.16,-6.946002,32.810355
18.93,-6.927344,32.722218
18.693,-6.914905,32.66346
18.442,-6.890026,32.545945
18.2,-6.877587,32.487187
17.958,-6.852709,32.369671
17.718,-6.83405,32.281535
17.479,-6.821611,32.222777
17.24,-6.796733,32.105261
17.012,-6.778074,32.017125
16.775,-6.753196,31.899609
16.529,-6.728318,31.782093
16.286,-6.709659,31.693957
16.044,-6.684781,31.576441
15.801,-6.647464,31.400168
15.562,-6.622585,31.282652
15.321,-6.603927,31.194515
15.095,-6.572829,31.047621
14.861,-6.541731,30.900726
14.616,-6.504414,30.724453
14.367,-6.479536,30.606937
14.126,-6.442218,30.430664
13.883,-6.398681,30.225012
13.644,-6.380023,30.136875
13.405,-6.342705,29.960602
13.173,-6.305388,29.784328
12.942,-6.268071,29.608055
12.706,-6.218314,29.373024
12.454,-6.187216,29.226129
12.21,-6.13746,28.991098
11.968,-6.087703,28.756067
11.725,-6.050386,28.579793
11.485,-6.013069,28.40352
11.25,-5.963312,28.168489
11.023,-5.484406,25.906313
10.789,-5.478187,25.876934
10.539,-5.490626,25.935692
10.293,-5.484406,25.906313
10.052,-5.478187,25.876934
9.81,-5.478187,25.876934
9.571,-5.484406,25.906313
9.331,-5.484406,25.906313
9.103,-7.903814,37.334706
8.87,-7.922473,37.422842
8.63,-7.928693,37.452221
8.379,-7.928693,37.452221
8.134,-7.928693,37.452221
7.89,-7.922473,37.422842
7.651,-7.928693,37.452221
7.415,-7.922473,37.422842
7.183,-7.928693,37.452221
6.954,-7.928693,37.452221
6.716,-7.928693,37.452221
6.469,-7.934912,37.4816
6.221,-7.916254,37.393463
5.98,-7.922473,37.422842
6.676,-6.597483,37.679012
6.923,-6.602663,37.708592
7.163,-6.597483,37.679012
7.403,-6.592304,37.649432
7.649,-6.597483,37.679012
7.885,-6.597483,37.679012
8.129,-6.602663,37.708592
8.365,-6.597483,37.679012
8.596,-6.602663,37.708592
8.839,-6.597483,37.679012
9.082,-6.587125,37.619852
9.326,-4.64486,26.527349
9.572,-4.634501,26.468189
9.811,-4.634501,26.468189
10.056,-4.639681,26.497769
10.287,-4.639681,26.497769
10.518,-4.639681,26.497769
10.76,-4.64486,26.527349
11.002,-4.634501,26.468189
11.247,-4.629322,26.438609
11.491,-5.085107,29.04165
11.735,-5.111004,29.18955
11.98,-5.147259,29.39661
12.219,-5.183515,29.60367
12.447,-5.21977,29.81073
12.677,-5.261205,30.04737
12.924,-5.292282,30.22485
13.167,-5.318179,30.37275
13.412,-5.354434,30.57981
13.659,-5.38551,30.75729
13.905,-5.406228,30.87561
14.149,-5.442483,31.08267
14.379,-5.46838,31.23057
14.599,-5.499457,31.40805
14.845,-5.520174,31.52637
15.086,-5.546071,31.67427
15.332,-5.577147,31.85175
15.579,-5.592685,31.94049
15.817,-5.618582,32.08839
16.067,-5.644479,32.23629
16.299,-5.665196,32.35461
16.522,-5.675555,32.41377
16.761,-5.701452,32.56167
17.005,-5.722169,32.679991
17.252,-5.732528,32.739151
17.497,-5.753246,32.857471
17.735,-5.768784,32.946211
17.985,-5.789501,33.064531
18.222,-5.805039,33.153271
18.449,-5.820578,33.242011
18.678,-5.830936,33.301171
18.924,-5.846474,33.389911
19.167,-5.862013,33.478651
19.414,-5.872371,33.537811
19.66,-5.88273,33.596971
19.908,-5.898268,33.685711
20.15,-5.908627,33.744871
20.387,-5.918986,33.804031
20.602,-5.929344,33.863191
20.845,-5.939703,33.922351
21.09,-5.950062,33.981511
21.336,-5.955241,34.011091
21.581,-5.960421,34.040671
21.82,-5.970779,34.099831
22.073,-5.970779,34.099831
22.312,-5.981138,34.158991
22.532,-5.986317,34.188571
22.763,-5.991497,34.218151
23.005,-5.996676,34.247731
23.252,-6.001856,34.277311
23.497,-5.996676,34.247731
23.738,-6.007035,34.306891
23.991,-6.012214,34.336471
24.223,-6.012214,34.336471
24.449,-6.012214,34.336471
24.678,-6.012214,34.336471
24.925,-6.012214,34.336471
25.167,-6.017394,34.366051
25.415,-6.012214,34.336471
25.66,-6.012214,34.336471
25.906,-6.012214,34.336471
26.15,-6.007035,34.306891
26.379,-6.001856,34.277311
26.595,-6.001856,34.277311
26.841,-6.001856,34.277311
27.085,-5.991497,34.218151
27.333,-5.986317,34.188571
27.58,-5.981138,34.158991
27.817,-5.975959,34.129411
28.068,-5.970779,34.099831
28.302,-5.9656,34.070251
28.52,-5.960421,34.040671
28.758,-5.950062,33.981511
29.003,-5.934524,33.892771
29.253,-5.929344,33.863191
29.496,-5.918986,33.804031
29.736,-5.908627,33.744871
29.988,-5.898268,33.685711
30.229,-5.887909,33.626551
30.453,-5.872371,33.537811
30.674,-5.867192,33.508231
30.921,-5.846474,33.389911
31.17,-5.830936,33.301171
31.413,-5.825757,33.271591
31.656,-5.810219,33.182851
31.902,-5.789501,33.064531
32.148,-5.763604,32.916631
32.384,-5.763604,32.916631
32.6,-5.742887,32.798311
32.84,-5.722169,32.679991
33.085,-5.701452,32.56167
33.333,-5.691093,32.50251
33.577,-5.670376,32.38419
33.814,-5.654838,32.29545
34.063,-5.6393,32.20671
34.3,-5.618582,32.08839
34.521,-5.613403,32.05881
34.753,-5.603044,31.99965
34.996,-5.587506,31.91091
35.246,-5.577147,31.85175
35.49,-5.566788,31.79259
35.73,-5.55643,31.73343
35.981,-5.55125,31.70385
36.218,-5.525353,31.55595
36.441,-5.520174,31.52637
36.667,-5.509815,31.46721
36.914,-5.504636,31.43763
37.161,-5.504636,31.43763
37.408,-5.504636,31.43763
37.65,-5.494277,31.37847
37.897,-5.499457,31.40805
38.139,-5.494277,31.37847
38.367,-5.494277,31.37847
38.586,-5.489098,31.34889
38.833,-5.483918,31.31931
39.077,-5.47356,31.26015
39.326,-5.483918,31.31931
39.572,-5.47356,31.26015
39.809,-5.46838,31.23057
40.06,-5.46838,31.23057
40.296,-5.46838,31.23057
40.517,-5.463201,31.20099
40.752,-5.463201,31.20099
40.995,-5.458022,31.17141
41.244,-5.46838,31.23057
41.489,-5.463201,31.20099
41.728,-5.458022,31.17141
41.979,-5.452842,31.14183
42.219,-5.452842,31.14183
42.445,-5.458022,31.17141
42.667,-5.458022,31.17141
42.913,-5.463201,31.20099
43.16,-5.463201,31.20099
43.401,-5.230129,29.86989
43.645,-5.458022,31.17141
43.89,-5.230129,29.86989
44.136,-5.230129,29.86989
44.373,-5.458022,31.17141
44.587,-5.452842,31.14183
44.831,-5.245667,29.95863
45.078,-5.245667,29.95863
45.32,-5.458022,31.17141
45.565,-5.452842,31.14183
45.802,-5.380331,30.72771
46.053,-5.458022,31.17141
46.293,-5.458022,31.17141
46.514,-5.447663,31.11225
46.744,-5.245667,29.95863
46.989,-5.354434,30.57981
47.238,-5.452842,31.14183
47.479,-5.452842,31.14183
47.719,-5.452842,31.14183
47.968,-5.458022,31.17141
48.207,-5.256026,30.01779
48.435,-5.452842,31.14183
48.657,-5.250847,29.98821
48.905,-5.447663,31.11225
49.152,-5.458022,31.17141
49.395,-5.458022,31.17141
49.638,-5.452842,31.14183
49.885,-5.452842,31.14183
50.13,-5.452842,31.14183
50.36,-5.452842,31.14183
50.574,-5.463201,31.20099
50.823,-5.452842,31.14183
51.069,-5.452842,31.14183
51.315,-5.452842,31.14183
51.56,-5.447663,31.11225
51.798,-5.452842,31.14183
52.047,-5.458022,31.17141
52.279,-5.458022,31.17141
52.503,-5.458022,31.17141
52.738,-5.458022,31.17141
52.984,-5.452842,31.14183
53.235,-5.452842,31.14183
53.478,-5.452842,31.14183
53.716,-5.452842,31.14183
53.967,-5.458022,31.17141
54.205,-5.463201,31.20099
54.431,-5.463201,31.20099
54.654,-5.46838,31.23057
54.905,-5.46838,31.23057
55.153,-5.46838,31.23057
55.394,-5.47356,31.26015
55.637,-5.47356,31.26015
55.881,-5.478739,31.28973
56.126,-5.483918,31.31931
56.357,-5.489098,31.34889
56.574,-5.47356,31.26015
56.822,-5.47356,31.26015
57.069,-5.504636,31.43763
57.312,-5.509815,31.46721
57.557,-5.504636,31.43763
57.794,-5.514995,31.49679
58.042,-5.520174,31.52637
58.28,-5.540891,31.64469
58.502,-5.55125,31.70385
58.735,-5.566788,31.79259
58.982,-5.571968,31.82217
59.229,-5.587506,31.91091
59.47,-5.597865,31.97007
59.709,-5.608223,32.02923
59.959,-5.618582,32.08839
60.2,-5.6393,32.20671
60.428,-5.649658,32.26587
60.651,-5.670376,32.38419
60.9,-5.691093,32.50251
61.148,-5.706631,32.59125
61.388,-5.722169,32.679991
61.631,-5.737708,32.768731
61.877,-5.763604,32.916631
62.121,-5.773963,32.975791
62.36,-5.794681,33.094111
62.579,-5.805039,33.153271
62.82,-5.825757,33.271591
63.065,-5.836116,33.330751
63.308,-5.846474,33.389911
63.552,-5.867192,33.508231
63.789,-5.877551,33.567391
64.042,-5.887909,33.626551
64.28,-5.898268,33.685711
64.506,-5.908627,33.744871
64.739,-5.918986,33.804031
64.981,-5.924165,33.833611
65.227,-5.939703,33.922351
65.469,-5.944882,33.951931
65.708,-5.955241,34.011091
65.96,-5.9656,34.070251
66.2,-5.9656,34.070251
66.435,-5.975959,34.129411
66.654,-5.981138,34.158991
66.901,-5.986317,34.188571
67.146,-5.991497,34.218151
67.386,-5.996676,34.247731
67.629,-5.996676,34.247731
67.875,-6.001856,34.277311
68.119,-6.012214,34.336471
68.357,-6.001856,34.277311
68.576,-6.001856,34.277311
68.821,-6.001856,34.277311
69.066,-6.001856,34.277311
69.307,-6.007035,34.306891
69.55,-6.007035,34.306891
69.788,-6.007035,34.306891
70.038,-6.001856,34.277311
70.276,-5.996676,34.247731
70.502,-5.996676,34.247731
70.737,-5.996676,34.247731
70.981,-5.991497,34.218151
71.223,-5.986317,34.188571
71.465,-5.975959,34.129411
71.704,-5.981138,34.158991
71.953,-5.975959,34.129411
72.194,-5.960421,34.040671
72.425,-5.955241,34.011091
72.65,-5.950062,33.981511
72.899,-5.944882,33.951931
73.141,-5.934524,33.892771
73.38,-5.924165,33.833611
73.622,-5.913806,33.774451
73.867,-5.903448,33.715291
74.112,-5.893089,33.656131
74.348,-5.88273,33.596971
74.567,-5.872371,33.537811
74.814,-5.862013,33.478651
75.056,-5.841295,33.360331
75.298,-5.830936,33.301171
75.542,-5.820578,33.242011
75.779,-5.810219,33.182851
76.028,-5.789501,33.064531
76.265,-5.773963,32.975791
76.491,-5.753246,32.857471
76.726,-5.737708,32.768731
76.972,-5.71699,32.650411
77.216,-5.701452,32.56167
77.457,-5.685914,32.47293
77.695,-5.665196,32.35461
77.947,-5.644479,32.23629
78.185,-5.623761,32.11797
78.415,-5.603044,31.99965
78.642,-5.582326,31.88133
78.893,-5.55125,31.70385
79.136,-5.530533,31.58553
79.376,-5.509815,31.46721
79.617,-5.489098,31.34889
79.861,-5.452842,31.14183
80.106,-5.426945,30.99393
80.342,-5.395869,30.81645
80.565,-5.364793,30.63897
80.813,-5.333717,30.46149
81.053,-5.30782,30.31359
81.295,-5.271564,30.10653
81.538,-5.245667,29.95863
81.774,-5.214591,29.78115
82.026,-5.173156,29.54451
82.265,-5.14208,29.36703
82.493,-5.111004,29.18955
82.729,-5.085107,29.04165
82.971,-5.054031,28.86417
83.214,-4.624143,26.409029
83.455,-4.629322,26.438609
83.693,-4.618963,26.379449
83.944,-4.624143,26.409029
84.185,-4.629322,26.438609
84.417,-6.576766,37.560692
84.641,-6.587125,37.619852
84.89,-6.587125,37.619852
85.131,-6.587125,37.619852
85.37,-6.587125,37.619852
85.613,-6.581945,37.590272
85.858,-6.587125,37.619852
86.102,-6.587125,37.619852
86.34,-6.587125,37.619852
86.564,-6.587125,37.619852
86.807,-6.581945,37.590272
87.048,-6.581945,37.590272
87.289,-6.587125,37.619852
87.533,-6.587125,37.619852
87.769,-6.587125,37.619852
88.02,-6.581945,37.590272
88.259,-6.587125,37.619852
88.484,-6.592304,37.649432
88.721,-6.587125,37.619852
88.963,-6.587125,37.619852
88.222,-5.251884,37.799051
87.985,-5.256016,37.828795
87.747,-5.256016,37.828795
87.508,-5.256016,37.828795
87.263,-5.251884,37.799051
87.031,-5.256016,37.828795
86.787,-5.260149,37.858539
86.541,-5.256016,37.828795
86.303,-5.256016,37.828795
86.066,-5.251884,37.799051
85.828,-5.256016,37.828795
85.59,-5.251884,37.799051
85.348,-5.251884,37.799051
85.111,-5.251884,37.799051
84.871,-5.264282,37.888284
84.625,-5.260149,37.858539
84.384,-5.247751,37.769307
84.147,-3.755832,27.031615
83.91,-3.747567,26.972127
83.673,-3.747567,26.972127
83.432,-3.7517,27.001871
83.19,-3.764098,27.091104
82.955,-4.086451,29.411159
82.71,-4.107115,29.559881
82.466,-4.131912,29.738346
82.228,-4.156708,29.916812
