X Position,Angle (deg),Height (mm)
45.931,18.008982,16.07253
45.69,17.986577,16.052534
45.45,18.008982,16.07253
45.21,18.053792,16.112521
44.98,18.053792,16.112521
44.743,18.031387,16.092526
44.502,18.053792,16.112521
44.255,18.053792,16.112521
44.015,18.076196,16.132517
43.774,18.076196,16.132517
43.534,18.076196,16.132517
43.293,18.031387,16.092526
43.062,18.076196,16.132517
42.833,18.098601,16.152513
42.591,18.076196,16.132517
42.341,18.098601,16.152513
42.098,18.121006,16.172508
41.856,18.098601,16.152513
41.616,18.098601,16.152513
41.374,18.121006,16.172508
41.14,18.143411,16.192504
40.909,18.121006,16.172508
40.674,18.143411,16.192504
40.423,18.143411,16.192504
40.179,18.165816,16.2125
39.937,18.098601,16.152513
39.696,16.194193,14.45288
39.456,16.194193,14.45288
39.216,16.373431,14.612845
38.989,16.395836,14.632841
38.753,15.970145,14.252923
38.508,24.595995,21.951261
38.259,24.752829,22.091231
38.018,24.954472,22.271192
37.776,25.13371,22.431157
37.537,25.380163,22.65111
37.296,25.559402,22.811075
37.067,25.716235,22.951045
36.833,25.850664,23.071019
36.592,25.985093,23.190993
36.342,26.074712,23.270976
36.099,26.141927,23.330963
35.857,26.231546,23.410946
35.616,26.34357,23.510924
35.377,26.410784,23.570911
35.143,26.500404,23.650894
34.914,26.590023,23.730877
34.677,26.724452,23.850851
34.43,26.814071,23.930834
34.184,26.881285,23.990821
33.941,27.038119,24.130791
33.702,27.082928,24.170782
33.464,27.239762,24.310752
33.229,27.351786,24.41073
33.002,27.486215,24.530704
32.77,27.575834,24.610687
32.532,27.710263,24.730661
32.283,27.844692,24.850635
32.027,27.934311,24.930618
31.786,28.06874,25.050592
31.545,28.135954,25.110579
31.306,28.247978,25.210557
31.08,28.404812,25.350527
30.848,28.58405,25.510493
30.61,28.67367,25.590475
30.363,28.785694,25.690454
30.119,28.897718,25.790432
29.874,28.920123,25.810428
29.634,29.009742,25.890411
29.394,29.032147,25.910406
29.161,29.099361,25.970393
28.933,29.121766,25.990389
28.7,29.144171,26.010385
28.463,29.144171,26.010385
28.219,29.211385,26.070372
27.968,29.211385,26.070372
27.722,29.23379,26.090368
27.48,29.256195,26.110363
27.242,29.301004,26.150355
27.014,29.323409,26.17035
26.773,29.345814,26.190346
26.528,29.368219,26.210342
26.276,29.368219,26.210342
26.034,29.390623,26.230337
25.794,29.390623,26.230337
25.558,29.390623,26.230337
25.317,29.390623,26.230337
25.088,29.413028,26.250333
24.855,29.390623,26.230337
24.616,29.390623,26.230337
24.367,29.368219,26.210342
24.128,29.390623,26.230337
23.882,29.368219,26.210342
23.639,29.345814,26.190346
23.4,29.345814,26.190346
23.165,29.323409,26.17035
22.935,29.323409,26.17035
22.698,29.301004,26.150355
22.449,29.278599,26.130359
22.202,29.256195,26.110363
21.956,29.211385,26.070372
21.714,29.211385,26.070372
21.475,29.18898,26.050376
21.238,29.144171,26.010385
21.01,29.099361,25.970393
20.774,29.076956,25.950398
20.528,29.054551,25.930402
20.279,28.987337,25.870415
20.037,28.942527,25.830424
19.793,28.897718,25.790432
19.555,28.875313,25.770437
19.317,28.830503,25.730445
19.088,28.785694,25.690454
18.857,28.718479,25.630467
18.622,28.67367,25.590475
18.38,28.606455,25.530488
18.137,28.561646,25.490497
17.897,28.516836,25.450506
17.654,28.427217,25.370523
17.413,28.337598,25.29054
17.177,28.247978,25.210557
16.946,28.203169,25.170566
16.708,28.135954,25.110579
16.466,28.06874,25.050592
16.224,27.979121,24.970609
15.984,27.934311,24.930618
15.744,27.822287,24.830639
15.503,27.732668,24.750657
15.264,27.620644,24.650678
15.034,27.531025,24.570696
14.802,27.441405,24.490713
14.566,27.329381,24.390734
14.323,27.217357,24.290756
14.085,27.105333,24.190778
13.845,26.993309,24.090799
13.601,26.85888,23.970825
13.357,26.724452,23.850851
13.122,26.612428,23.750873
12.886,26.477999,23.630898
12.649,26.34357,23.510924
12.407,26.186736,23.370955
12.162,26.052307,23.25098
11.921,25.78345,23.011032
11.677,25.671426,22.911054
11.435,25.559402,22.811075
11.197,22.445134,20.031675
10.965,28.404812,25.350527
10.73,28.472026,25.410514
10.49,28.494431,25.43051
10.248,28.472026,25.410514
10.007,28.516836,25.450506
9.767,28.516836,25.450506
9.523,28.516836,25.450506
9.277,28.494431,25.43051
9.046,28.494431,25.43051
8.81,28.472026,25.410514
8.57,28.449622,25.390519
8.319,28.472026,25.410514
8.075,28.472026,25.410514
7.834,28.449622,25.390519
7.591,28.472026,25.410514
7.353,28.472026,25.410514
7.121,28.516836,25.450506
6.888,28.494431,25.43051
6.65,28.516836,25.450506
6.406,28.516836,25.450506
6.162,28.516836,25.450506
5.922,28.516836,25.450506
5.687,28.516836,25.450506
6.378,29.313198,24.435363
6.613,29.336265,24.454591
6.856,29.336265,24.454591
7.098,29.336265,24.454591
7.336,29.336265,24.454591
7.573,29.290131,24.416135
7.803,29.313198,24.435363
8.044,29.313198,24.435363
8.283,29.336265,24.454591
8.523,29.313198,24.435363
8.765,29.313198,24.435363
9.012,29.313198,24.435363
9.256,29.313198,24.435363
9.495,29.336265,24.454591
9.731,29.313198,24.435363
9.972,29.336265,24.454591
10.211,29.313198,24.435363
10.447,29.290131,24.416135
10.683,29.313198,24.435363
10.926,29.290131,24.416135
11.168,29.197864,24.339221
11.408,23.039048,19.205257
11.647,26.383723,21.993365
11.884,26.360657,21.974136
12.125,26.522124,22.108735
12.365,26.729724,22.28179
12.601,27.075725,22.570215
12.843,27.237192,22.704813
13.084,27.352526,22.800955
13.326,27.46786,22.897096
13.565,27.60626,23.012466
13.802,27.74466,23.127836
14.046,27.859994,23.223978
14.284,27.975328,23.32012
14.521,28.090661,23.416261
14.758,28.205995,23.512403
15.001,28.321328,23.608545
15.244,28.436662,23.704686
15.484,28.505862,23.762371
15.72,28.598129,23.839285
15.957,28.690396,23.916198
16.197,28.782663,23.993111
16.434,28.87493,24.070025
16.671,28.967197,24.146938
16.917,29.036397,24.204623
17.161,29.082531,24.24308
17.401,29.151731,24.300765
17.642,29.220931,24.35845
17.876,29.290131,24.416135
18.117,29.359331,24.47382
18.355,29.451598,24.550733
18.591,29.520798,24.608418
18.835,29.589999,24.666103
19.076,29.636132,24.70456
19.321,29.682265,24.743016
19.564,29.705332,24.762245
19.801,29.751466,24.800701
20.041,29.797599,24.839158
20.278,29.820666,24.858386
20.513,29.889866,24.916071
20.751,29.935999,24.954528
20.996,29.959066,24.973756
21.24,29.982133,24.992985
21.482,30.0052,25.012213
21.726,30.051333,25.05067
21.971,30.097467,25.089126
22.206,30.120533,25.108355
22.436,30.1436,25.127583
22.671,30.1436,25.127583
22.917,30.166667,25.146811
23.161,30.189733,25.16604
23.403,30.2128,25.185268
23.65,30.235867,25.204496
23.888,30.2128,25.185268
24.129,30.235867,25.204496
24.36,30.282,25.242953
24.593,30.282,25.242953
24.837,30.282,25.242953
25.08,30.258934,25.223725
25.325,30.282,25.242953
25.575,30.282,25.242953
25.812,30.258934,25.223725
26.061,30.282,25.242953
26.3,30.258934,25.223725
26.52,30.235867,25.204496
26.759,30.189733,25.16604
27.005,30.189733,25.16604
27.248,30.166667,25.146811
27.484,30.1436,25.127583
27.722,30.097467,25.089126
27.957,30.0744,25.069898
28.197,30.051333,25.05067
28.439,30.051333,25.05067
28.674,30.0052,25.012213
28.922,30.0052,25.012213
29.169,29.959066,24.973756
29.415,29.889866,24.916071
29.662,29.843733,24.877615
29.907,29.797599,24.839158
30.151,29.705332,24.762245
30.381,29.636132,24.70456
30.599,29.520798,24.608418
30.842,29.382398,24.493048
31.082,29.243998,24.377678
31.324,29.082531,24.24308
31.57,28.967197,24.146938
31.807,28.851863,24.050796
32.048,28.73653,23.954655
32.282,28.621196,23.858513
32.513,28.482796,23.743143
32.751,28.367462,23.647001
32.994,28.252128,23.55086
33.239,28.113728,23.43549
33.483,27.998394,23.339348
33.725,27.883061,23.243206
33.965,27.790794,23.166293
34.201,27.652393,23.050923
34.434,27.560126,22.97401
34.669,27.46786,22.897096
34.918,27.398659,22.839411
35.161,27.283326,22.74327
35.408,27.191059,22.666356
35.653,27.075725,22.570215
35.892,27.006525,22.51253
36.133,26.891191,22.416388
36.363,26.798924,22.339475
36.589,26.752791,22.301018
36.833,26.614391,22.185648
37.076,26.47599,22.070278
37.325,26.314523,21.93568
37.572,26.129989,21.781853
37.806,25.899322,21.58957
38.049,25.714788,21.435743
38.279,25.507188,21.262688
38.507,25.368787,21.147318
38.746,16.787964,13.994379
38.99,16.972498,14.148206
39.234,16.949431,14.128977
39.475,16.787964,13.994379
39.714,16.995565,14.167434
39.948,18.656369,15.551874
40.186,18.702503,15.59033
40.419,18.725569,15.609559
40.655,18.702503,15.59033
40.898,18.679436,15.571102
41.14,18.702503,15.59033
41.384,18.702503,15.59033
41.622,18.702503,15.59033
41.859,18.679436,15.571102
42.106,18.679436,15.571102
42.345,18.656369,15.551874
42.582,18.656369,15.551874
42.827,18.679436,15.571102
43.071,18.679436,15.571102
43.316,18.656369,15.551874
43.562,18.656369,15.551874
43.797,18.679436,15.571102
44.036,18.633302,15.532645
44.27,18.633302,15.532645
44.501,18.633302,15.532645
44.74,18.633302,15.532645
44.983,18.610236,15.513417
45.229,18.587169,15.494189
45.472,18.587169,15.494189
45.708,18.587169,15.494189
45.938,18.587169,15.494189
46.184,18.587169,15.494189
46.422,18.587169,15.494189
46.656,18.587169,15.494189
46.904,18.587169,15.494189
47.151,18.610236,15.513417
47.397,18.587169,15.494189
47.636,18.564102,15.47496
47.867,18.587169,15.494189
48.103,18.564102,15.47496
48.338,18.564102,15.47496
48.572,18.610236,15.513417
48.817,18.517969,15.436504
49.06,18.517969,15.436504
49.302,18.517969,15.436504
49.546,18.517969,15.436504
49.78,18.517969,15.436504
50.014,18.494902,15.417275
50.253,18.494902,15.417275
50.49,18.494902,15.417275
50.729,18.494902,15.417275
50.974,18.471835,15.398047
51.223,18.471835,15.398047
51.463,18.448769,15.378819
51.7,18.471835,15.398047
51.93,18.471835,15.398047
52.17,18.448769,15.378819
52.41,18.471835,15.398047
52.644,18.425702,15.35959
52.892,18.448769,15.378819
53.135,18.425702,15.35959
53.375,18.425702,15.35959
53.612,18.448769,15.378819
53.843,18.402635,15.340362
54.083,18.402635,15.340362
54.317,18.448769,15.378819
54.548,18.356502,15.301905
54.802,18.310368,15.263449
55.054,18.310368,15.263449
55.306,18.310368,15.263449
55.551,18.333435,15.282677
55.779,25.414921,21.185775
56.014,25.530254,21.281917
56.253,25.737855,21.454972
56.489,25.922389,21.608798
56.727,26.129989,21.781853
56.976,26.291456,21.916452
57.218,26.452923,22.05105
57.458,26.591324,22.16642
57.69,26.660524,22.224105
57.922,26.798924,22.339475
58.166,26.845058,22.377931
58.405,26.937325,22.454845
58.641,27.029592,22.531758
58.888,27.144925,22.6279
59.131,27.260259,22.724041
59.369,27.329459,22.781726
59.607,27.444793,22.877868
59.838,27.53706,22.954781
60.079,27.67546,23.070151
60.318,27.790794,23.166293
60.551,27.859994,23.223978
60.795,28.021461,23.358576
61.039,28.136795,23.454718
61.282,28.252128,23.55086
61.521,28.367462,23.647001
61.754,28.482796,23.743143
61.994,28.621196,23.858513
62.233,28.690396,23.916198
62.47,28.828796,24.031568
62.708,28.967197,24.146938
62.95,29.105597,24.262308
63.196,29.243998,24.377678
63.445,29.336265,24.454591
63.681,29.428531,24.531505
63.916,29.520798,24.608418
64.156,29.613065,24.685331
64.393,29.613065,24.685331
64.629,29.705332,24.762245
64.875,29.728399,24.781473
65.126,29.751466,24.800701
65.375,29.774532,24.81993
65.618,29.797599,24.839158
65.849,29.843733,24.877615
66.082,29.889866,24.916071
66.319,29.935999,24.954528
66.554,29.935999,24.954528
66.798,29.959066,24.973756
67.043,29.959066,24.973756
67.291,30.0052,25.012213
67.534,30.028266,25.031441
67.765,30.028266,25.031441
67.998,30.028266,25.031441
68.238,30.0744,25.069898
68.472,30.0744,25.069898
68.713,30.097467,25.089126
68.96,30.0744,25.069898
69.209,30.0744,25.069898
69.452,30.051333,25.05067
69.691,30.051333,25.05067
69.921,30.051333,25.05067
70.157,30.051333,25.05067
70.395,30.051333,25.05067
70.631,30.028266,25.031441
70.879,30.028266,25.031441
71.126,30.028266,25.031441
71.371,29.982133,24.992985
71.609,29.959066,24.973756
71.84,29.935999,24.954528
72.079,29.912933,24.9353
72.317,29.889866,24.916071
72.551,29.866799,24.896843
72.796,29.820666,24.858386
73.043,29.797599,24.839158
73.29,29.751466,24.800701
73.531,29.728399,24.781473
73.761,29.682265,24.743016
73.995,29.636132,24.70456
74.235,29.589999,24.666103
74.471,29.543865,24.627646
74.709,29.520798,24.608418
74.954,29.405465,24.512276
75.201,29.382398,24.493048
75.445,29.313198,24.435363
75.68,29.243998,24.377678
75.908,29.197864,24.339221
76.15,29.128664,24.281536
76.387,29.059464,24.223851
76.623,29.01333,24.185395
76.869,28.94413,24.12771
77.115,28.828796,24.031568
77.362,28.759596,23.973883
77.602,28.667329,23.89697
77.827,28.598129,23.839285
78.064,28.482796,23.743143
78.302,28.413595,23.685458
78.537,28.321328,23.608545
78.776,28.229062,23.531631
79.021,28.159861,23.473946
79.257,28.021461,23.358576
79.488,27.906127,23.262435
79.715,27.81386,23.185521
79.955,27.652393,23.050923
80.197,27.53706,22.954781
80.445,27.444793,22.877868
80.685,27.352526,22.800955
80.928,27.214125,22.685585
81.172,27.075725,22.570215
81.408,26.937325,22.454845
81.639,26.40679,22.012593
81.875,26.383723,21.993365
82.116,26.291456,21.916452
82.352,26.037722,21.70494
82.591,26.153056,21.801082
82.834,26.037722,21.70494
83.082,25.899322,21.58957
83.333,29.082531,24.24308
83.569,29.290131,24.416135
83.8,29.313198,24.435363
84.046,29.290131,24.416135
84.286,29.290131,24.416135
84.522,29.313198,24.435363
84.764,29.313198,24.435363
85.011,29.313198,24.435363
85.252,29.313198,24.435363
85.487,29.290131,24.416135
85.716,29.313198,24.435363
85.955,29.313198,24.435363
86.193,29.290131,24.416135
86.43,29.313198,24.435363
86.667,29.290131,24.416135
86.913,29.290131,24.416135
87.158,29.243998,24.377678
87.395,29.290131,24.416135
87.629,29.290131,24.416135
87.867,29.313198,24.435363
88.109,29.313198,24.435363
88.347,29.359331,24.47382
88.584,29.336265,24.454591
88.829,29.313198,24.435363
89.074,29.313198,24.435363
89.309,29.336265,24.454591
88.474,30.145213,23.303138
88.229,30.145213,23.303138
87.988,30.145213,23.303138
87.746,30.145213,23.303138
87.506,30.168972,23.321504
87.266,30.168972,23.321504
87.031,30.168972,23.321504
86.794,30.145213,23.303138
86.561,30.168972,23.321504
86.318,30.168972,23.321504
86.078,30.168972,23.321504
85.838,30.168972,23.321504
85.592,30.168972,23.321504
85.344,30.192731,23.33987
85.108,30.145213,23.303138
84.876,30.168972,23.321504
84.636,30.145213,23.303138
84.396,30.145213,23.303138
84.154,30.121454,23.284772
83.911,30.145213,23.303138
83.664,30.121454,23.284772
83.425,30.050178,23.229673
83.184,29.836348,23.064376
82.948,23.611532,18.25241
82.714,26.72394,20.658393
82.476,26.985287,20.860422
82.234,26.842734,20.750225
81.989,27.34167,21.135917
81.747,27.412946,21.191015
81.508,27.009046,20.878789
81.271,27.816847,21.503242
81.039,27.12784,20.97062
80.808,28.078194,21.705271
80.57,28.220747,21.815469
80.328,28.339541,21.9073
80.088,28.458335,21.999132
79.842,28.600888,22.109329
79.6,28.695924,22.182795
79.361,28.814718,22.274626
79.124,28.909753,22.348091
78.892,29.004789,22.421556
78.657,29.123583,22.513388
78.42,29.242377,22.605219
78.179,29.337412,22.678684
77.938,29.432448,22.752149
77.698,29.479965,22.788882
77.457,29.575001,22.862347
77.206,29.646277,22.917446
76.972,29.741313,22.990911
76.737,29.836348,23.064376
76.498,29.860107,23.082742
76.252,29.955142,23.156208
76.008,29.978901,23.174574
75.759,30.026419,23.211306
75.511,30.121454,23.284772
75.268,30.168972,23.321504
75.034,30.287766,23.413336
74.797,30.335284,23.450068
74.556,30.359042,23.468434
74.31,30.430319,23.523533
74.065,30.477837,23.560266
73.825,30.525354,23.596998
73.583,30.572872,23.633731
73.344,30.62039,23.670463
73.106,30.644148,23.68883
72.873,30.691666,23.725562
72.634,30.739184,23.762295
72.392,30.762943,23.780661
72.147,30.786701,23.799027
71.906,30.81046,23.817394
71.667,30.857978,23.854126
71.426,30.881737,23.872493
71.188,30.905496,23.890859
70.954,30.905496,23.890859
70.719,30.929255,23.909225
70.475,30.953013,23.927591
70.228,30.953013,23.927591
69.988,30.976772,23.945958
69.749,30.953013,23.927591
69.508,30.976772,23.945958
69.267,30.976772,23.945958
69.036,30.976772,23.945958
68.802,31.000531,23.964324
68.565,30.976772,23.945958
68.32,30.976772,23.945958
68.074,30.953013,23.927591
67.834,30.929255,23.909225
67.594,30.929255,23.909225
67.355,30.929255,23.909225
67.119,30.905496,23.890859
66.887,30.857978,23.854126
66.65,30.881737,23.872493
66.41,30.834219,23.83576
66.165,30.81046,23.817394
65.917,30.762943,23.780661
65.677,30.691666,23.725562
65.435,30.691666,23.725562
65.194,30.667907,23.707196
64.963,30.644148,23.68883
64.727,30.596631,23.652097
64.489,30.572872,23.633731
64.247,30.525354,23.596998
64.006,30.477837,23.560266
63.764,30.382801,23.486801
63.523,30.287766,23.413336
63.282,30.168972,23.321504
63.049,30.050178,23.229673
62.814,29.955142,23.156208
62.578,29.78883,23.027644
62.331,29.622518,22.89908
62.084,29.479965,22.788882
61.841,29.337412,22.678684
61.597,29.218618,22.586853
61.359,29.076065,22.476655
61.123,28.98103,22.40319
60.892,28.885994,22.329725
60.655,28.790959,22.25626
60.414,28.624647,22.127696
60.161,28.482094,22.017498
59.921,28.339541,21.9073
59.68,28.220747,21.815469
59.441,28.14947,21.76037
59.202,28.054435,21.686905
58.966,27.9594,21.61344
58.727,27.840606,21.521608
58.488,27.74557,21.448143
58.242,27.650535,21.374678
58.002,27.579258,21.319579
57.762,27.531741,21.282847
57.522,27.436705,21.209382
57.281,27.270393,21.080818
57.049,27.151599,20.988986
56.816,26.985287,20.860422
56.576,26.747699,20.676759
56.326,26.557628,20.529829
56.085,26.391316,20.401265
55.844,26.201246,20.254335
55.605,18.907282,14.615886
55.364,18.978559,14.670985
55.128,19.049835,14.726084
54.895,19.002318,14.689352
54.659,19.002318,14.689352
54.416,19.026077,14.707718
54.174,19.026077,14.707718
53.929,19.026077,14.707718
53.687,19.026077,14.707718
53.445,19.049835,14.726084
53.202,19.002318,14.689352
52.972,19.049835,14.726084
52.739,19.073594,14.74445
52.504,19.097353,14.762817
52.259,19.073594,14.74445
52.02,19.049835,14.726084
51.767,19.073594,14.74445
51.522,19.049835,14.726084
51.277,19.026077,14.707718
51.042,19.049835,14.726084
50.806,19.049835,14.726084
50.563,19.073594,14.74445
50.321,19.049835,14.726084
50.081,19.097353,14.762817
49.839,19.097353,14.762817
49.599,19.097353,14.762817
49.36,19.121112,14.781183
49.123,19.121112,14.781183
48.895,19.16863,14.817916
48.659,19.16863,14.817916
48.414,19.16863,14.817916
48.164,19.16863,14.817916
47.923,19.192388,14.836282
47.681,19.16863,14.817916
47.44,19.144871,14.799549
47.197,19.16863,14.817916
46.963,19.144871,14.799549
46.727,19.16863,14.817916
46.483,19.16863,14.817916
46.243,19.192388,14.836282
46.004,19.216147,14.854648
45.763,19.192388,14.836282
45.522,19.16863,14.817916
45.28,19.216147,14.854648
45.047,19.239906,14.873014
44.81,19.216147,14.854648
44.57,19.239906,14.873014
44.327,19.239906,14.873014
44.087,19.239906,14.873014
43.846,19.287424,14.909747
43.606,19.287424,14.909747
43.368,19.287424,14.909747
43.131,19.287424,14.909747
42.901,19.287424,14.909747
42.663,19.311183,14.928113
42.414,19.287424,14.909747
42.171,19.334942,14.94648
41.93,19.311183,14.928113
41.69,19.334942,14.94648
41.449,19.3587,14.964846
41.211,19.334942,14.94648
40.982,19.334942,14.94648
40.747,19.3587,14.964846
40.501,19.334942,14.94648
40.254,19.3587,14.964846
40.014,19.3587,14.964846
39.772,18.574659,14.358758
39.532,17.362958,13.422078
39.293,17.505511,13.532276
39.064,17.600546,13.605741
38.828,17.362958,13.422078
38.59,25.939899,20.052306
38.339,26.129969,20.199236
38.094,26.343799,20.364533
37.854,26.557628,20.529829
37.614,26.795217,20.713492
37.375,27.009046,20.878789
37.141,27.175358,21.007353
36.911,27.317911,21.11755
36.671,27.436705,21.209382
36.419,27.5555,21.301213
36.176,27.626776,21.356312
35.934,27.769329,21.46651
35.694,27.840606,21.521608
35.453,27.911882,21.576707
35.214,28.030676,21.668539
34.986,28.125712,21.742004
34.75,28.196988,21.797103
34.502,28.292023,21.870568
34.257,28.434577,21.980766
34.016,28.529612,22.054231
33.776,28.648406,22.146062
33.537,28.743441,22.219527
33.295,28.862236,22.311359
33.065,29.004789,22.421556
32.832,29.123583,22.513388
32.592,29.242377,22.605219
32.343,29.361171,22.697051
32.1,29.479965,22.788882
31.86,29.622518,22.89908
31.619,29.741313,22.990911
31.379,29.860107,23.082742
31.145,30.026419,23.211306
30.914,30.145213,23.303138
30.676,30.287766,23.413336
30.428,30.454078,23.541899
30.184,30.549113,23.615365
29.942,30.644148,23.68883
29.701,30.715425,23.743929
29.461,30.786701,23.799027
29.222,30.834219,23.83576
28.995,30.881737,23.872493
28.759,30.929255,23.909225
28.512,30.929255,23.909225
28.267,31.000531,23.964324
28.026,31.048049,24.001057
27.785,31.02429,23.98269
27.545,31.048049,24.001057
27.305,31.119325,24.056155
27.075,31.119325,24.056155
26.84,31.143084,24.074522
26.603,31.166843,24.092888
26.351,31.166843,24.092888
26.107,31.166843,24.092888
25.868,31.214361,24.129621
25.63,31.190602,24.111254
25.391,31.190602,24.111254
25.158,31.190602,24.111254
24.927,31.190602,24.111254
24.689,31.166843,24.092888
24.442,31.214361,24.129621
24.199,31.214361,24.129621
23.958,31.166843,24.092888
23.713,31.190602,24.111254
23.474,31.119325,24.056155
23.236,31.143084,24.074522
23.006,31.143084,24.074522
22.771,31.095566,24.037789
22.525,31.095566,24.037789
22.277,31.02429,23.98269
22.032,31.048049,24.001057
21.786,31.000531,23.964324
21.548,30.976772,23.945958
21.311,30.976772,23.945958
21.082,30.929255,23.909225
20.851,30.881737,23.872493
20.611,30.881737,23.872493
20.361,30.786701,23.799027
20.117,30.762943,23.780661
19.874,30.715425,23.743929
19.633,30.667907,23.707196
19.394,30.62039,23.670463
19.16,30.549113,23.615365
18.931,30.525354,23.596998
18.695,30.454078,23.541899
18.453,30.382801,23.486801
18.208,30.311525,23.431702
17.965,30.240248,23.376603
17.722,30.168972,23.321504
17.48,30.121454,23.284772
17.243,30.026419,23.211306
17.014,29.955142,23.156208
16.777,29.836348,23.064376
16.536,29.836348,23.064376
16.291,29.741313,22.990911
16.052,29.670036,22.935812
15.808,29.551242,22.843981
15.571,29.456207,22.770516
15.332,29.337412,22.678684
15.102,29.266136,22.623585
14.871,29.147342,22.531754
14.634,29.028547,22.439923
14.394,28.933512,22.366457
14.15,28.790959,22.25626
13.908,28.672165,22.164428
13.663,28.553371,22.072597
13.42,28.410818,21.962399
13.184,28.268265,21.852202
12.954,28.125712,21.742004
12.716,27.983159,21.631806
12.471,27.816847,21.503242
12.225,27.12784,20.97062
11.986,27.365429,21.154283
11.742,27.34167,21.135917
11.499,23.682809,18.307509
11.26,23.730327,18.344242
11.033,30.145213,23.303138
10.798,30.168972,23.321504
10.559,30.192731,23.33987
10.312,30.192731,23.33987
10.073,30.192731,23.33987
9.828,30.216489,23.358237
9.582,30.192731,23.33987
9.341,30.192731,23.33987
9.11,30.216489,23.358237
8.877,30.192731,23.33987
8.638,30.192731,23.33987
8.39,30.192731,23.33987
8.144,30.168972,23.321504
7.905,30.168972,23.321504
7.662,30.192731,23.33987
7.422,30.192731,23.33987
7.185,30.216489,23.358237
6.954,30.192731,23.33987
6.719,30.216489,23.358237
6.474,30.240248,23.376603
6.227,30.240248,23.376603
5.988,30.216489,23.358237
5.746,30.240248,23.376603
5.539,30.216489,23.358237
8.517,30.938691,22.290285
8.758,30.938691,22.290285
9.002,30.963056,22.307839
9.244,30.963056,22.307839
9.484,30.963056,22.307839
9.724,30.938691,22.290285
9.961,30.987421,22.325393
10.202,30.987421,22.325393
10.44,30.963056,22.307839
10.677,30.938691,22.290285
10.921,30.938691,22.290285
11.164,30.792501,22.18496
11.405,24.335773,17.533105
11.646,24.335773,17.533105
11.882,24.165218,17.410226
12.124,27.868699,20.07846
12.362,28.039255,20.201339
12.598,28.526555,20.552422
12.839,27.551954,19.850255
13.08,28.89203,20.815735
13.322,29.03822,20.92106
13.562,29.160045,21.008831
13.795,29.28187,21.096602
14.034,29.403695,21.184372
14.269,29.57425,21.307252
14.504,29.67171,21.377468
14.739,29.842265,21.500347
14.982,29.91536,21.55301
15.226,30.061551,21.658335
15.468,30.134646,21.710997
15.709,30.232106,21.781214
15.946,30.353931,21.868985
16.186,30.451391,21.939202
16.423,30.500121,21.97431
16.659,30.573216,22.026973
16.906,30.670676,22.097189
17.149,30.743771,22.149852
17.39,30.816866,22.202514
17.63,30.865596,22.237623
17.862,30.987421,22.325393
18.105,31.060516,22.378056
18.345,31.109246,22.413164
18.579,31.157976,22.448273
18.821,31.206706,22.483381
19.063,31.304166,22.553598
19.309,31.328531,22.571152
19.553,31.377261,22.60626
19.787,31.450356,22.658923
20.029,31.499086,22.694031
20.268,31.547816,22.729139
20.502,31.596546,22.764248
20.739,31.645276,22.799356
20.986,31.669641,22.81691
21.23,31.694006,22.834464
21.472,31.718371,22.852019
21.716,31.767101,22.887127
21.957,31.791466,22.904681
22.193,31.815831,22.922235
22.422,31.840196,22.939789
22.657,31.888926,22.974898
22.903,31.913291,22.992452
23.146,31.888926,22.974898
23.392,31.913291,22.992452
23.638,31.937656,23.010006
23.873,31.962021,23.02756
24.114,31.962021,23.02756
24.347,31.986386,23.045114
24.579,31.986386,23.045114
24.823,31.986386,23.045114
25.066,31.986386,23.045114
25.312,31.986386,23.045114
25.562,31.986386,23.045114
25.802,31.962021,23.02756
26.047,31.986386,23.045114
26.293,31.986386,23.045114
26.511,31.962021,23.02756
26.748,31.937656,23.010006
26.995,31.913291,22.992452
27.242,31.913291,22.992452
27.49,31.864561,22.957344
27.731,31.840196,22.939789
27.979,31.815831,22.922235
28.218,31.791466,22.904681
28.444,31.742736,22.869573
28.668,31.742736,22.869573
28.916,31.694006,22.834464
29.161,31.620911,22.781802
29.407,31.572181,22.746694
29.651,31.523451,22.711585
29.892,31.450356,22.658923
30.135,31.377261,22.60626
30.366,31.279801,22.536043
30.588,31.133611,22.430718
30.832,30.963056,22.307839
31.072,30.841231,22.220068
31.317,30.670676,22.097189
31.564,30.524486,21.991864
31.801,30.427026,21.921648
32.044,30.256471,21.798768
32.28,30.134646,21.710997
32.504,30.01282,21.623227
32.742,29.86663,21.517902
32.989,29.744805,21.430131
33.235,29.647345,21.359914
33.481,29.52552,21.272143
33.722,29.403695,21.184372
33.962,29.28187,21.096602
34.204,29.160045,21.008831
34.431,29.062585,20.938614
34.661,28.965125,20.868397
34.91,28.867665,20.798181
35.152,28.74584,20.71041
35.399,28.672745,20.657747
35.646,28.55092,20.569976
35.889,28.477825,20.517314
36.13,28.356,20.429543
36.362,28.282905,20.376881
36.581,28.185445,20.306664
36.823,28.087985,20.236447
37.064,27.941794,20.131122
37.307,27.771239,20.008243
37.551,27.551954,19.850255
37.788,27.308304,19.674714
38.036,27.064654,19.499172
38.275,26.869734,19.358739
38.498,26.699179,19.235859
38.735,26.431164,19.042764
38.982,17.85468,12.863695
39.231,18.24452,13.144562
39.477,18.09833,13.039237
39.721,17.95214,12.933912
39.968,19.925706,14.3558
40.202,19.901341,14.338246
40.43,19.925706,14.3558
40.658,19.901341,14.338246
40.908,19.950071,14.373354
