Angle (deg),X Position (cm),Height (um)
0.966800,60.931000,861.000000
0.966800,60.767000,863.000000
0.966800,60.606000,866.000000
0.966800,60.446000,869.000000
0.966800,60.288000,871.000000
0.966800,60.130000,873.000000
0.966800,59.969000,876.000000
0.966800,59.810000,879.000000
0.966800,59.650000,882.000000
0.966800,59.489000,883.000000
0.966800,59.327000,888.000000
0.966800,59.171000,890.000000
0.966800,59.015000,892.000000
0.966800,58.853000,896.000000
0.966800,58.690000,899.000000
0.966800,58.528000,902.000000
0.966800,58.370000,904.000000
0.966800,58.213000,908.000000
0.966800,58.054000,911.000000
0.966800,57.894000,912.000000
0.966800,57.735000,916.000000
0.966800,57.575000,917.000000
0.966800,57.418000,920.000000
0.966800,57.255000,922.000000
0.966800,57.100000,925.000000
0.966800,56.941000,929.000000
0.966800,56.779000,931.000000
0.966800,56.617000,933.000000
0.966800,56.456000,936.000000
0.966800,56.299000,938.000000
0.966800,56.141000,946.000000
0.966800,55.981000,958.000000
0.966800,55.822000,972.000000
0.966800,55.664000,1101.000000
0.966800,55.502000,1102.000000
0.966800,55.338000,1104.000000
0.966800,55.180000,1113.000000
0.966800,55.024000,1112.000000
0.966800,54.862000,1116.000000
0.966800,54.701000,1114.000000
0.966800,54.538000,1114.000000
0.966800,54.379000,1115.000000
0.966800,54.220000,1115.000000
0.966800,54.062000,1116.000000
0.966800,53.901000,1116.000000
0.966800,53.742000,1116.000000
0.966800,53.582000,1117.000000
0.966800,53.420000,1116.000000
0.966800,53.258000,1116.000000
0.966800,53.104000,1115.000000
0.966800,52.947000,1115.000000
0.966800,52.786000,1115.000000
0.966800,52.628000,1115.000000
0.966800,52.464000,1116.000000
0.966800,52.302000,1116.000000
0.966800,52.142000,1116.000000
0.966800,51.982000,1117.000000
0.966800,51.822000,1116.000000
0.966800,51.662000,1116.000000
0.966800,51.502000,1116.000000
0.966800,51.340000,1115.000000
0.966800,51.182000,1115.000000
0.966800,51.025000,1115.000000
0.966800,50.863000,1114.000000
0.966800,50.701000,1114.000000
0.966800,50.538000,1116.000000
0.966800,50.379000,1116.000000
0.966800,50.222000,1116.000000
0.966800,50.062000,1117.000000
0.966800,49.901000,1114.000000
0.966800,49.742000,1115.000000
0.966800,49.581000,1117.000000
0.966800,49.419000,1117.000000
0.966800,49.258000,1115.000000
0.966800,49.104000,1115.000000
0.966800,48.947000,1115.000000
0.966800,48.784000,1114.000000
0.966800,48.622000,1114.000000
0.966800,48.462000,1114.000000
0.966800,48.304000,1114.000000
0.966800,48.145000,1115.000000
0.966800,47.983000,1115.000000
0.966800,47.823000,1115.000000
0.966800,47.664000,1115.000000
0.966800,47.503000,1115.000000
0.966800,47.341000,1116.000000
0.966800,47.183000,1116.000000
0.966800,47.027000,1114.000000
0.966800,46.867000,1113.000000
0.966800,46.706000,1115.000000
0.966800,46.543000,1115.000000
0.966800,46.385000,1116.000000
0.966800,46.227000,1115.000000
0.966800,46.065000,1115.000000
0.966800,45.904000,1116.000000
0.966800,45.746000,1116.000000
0.966800,45.586000,1114.000000
0.966800,45.425000,1115.000000
0.966800,45.263000,1115.000000
0.966800,45.110000,1115.000000
0.966800,44.953000,1112.000000
0.966800,44.790000,1112.000000
0.966800,44.632000,1113.000000
0.966800,44.473000,1113.000000
0.966800,44.314000,1114.000000
0.966800,44.154000,1114.000000
0.966800,43.993000,1114.000000
0.966800,43.832000,1114.000000
0.966800,43.671000,1114.000000
0.966800,43.510000,1115.000000
0.966800,43.348000,1115.000000
0.966800,43.192000,1114.000000
0.966800,43.037000,1113.000000
0.966800,42.880000,1114.000000
0.966800,42.719000,1113.000000
0.966800,42.554000,1113.000000
0.966800,42.395000,1111.000000
0.966800,42.237000,1111.000000
0.966800,42.078000,1111.000000
0.966800,41.918000,1112.000000
0.966800,41.756000,1113.000000
0.966800,41.596000,1112.000000
0.966800,41.435000,1113.000000
0.966800,41.275000,1112.000000
0.966800,41.123000,1112.000000
0.966800,40.968000,1112.000000
0.966800,40.810000,1112.000000
0.966800,40.649000,1110.000000
0.966800,40.487000,1111.000000
0.966800,40.322000,1110.000000
0.966800,40.161000,1110.000000
0.966800,40.000000,1111.000000
0.966800,39.839000,1111.000000
0.966800,39.679000,1111.000000
0.966800,39.519000,1112.000000
0.966800,39.358000,1108.000000
0.966800,39.201000,1108.000000
0.966800,39.050000,1107.000000
0.966800,38.893000,1104.000000
0.966800,38.736000,1097.000000
